,Brands,Ton,Star,Type,Color,Condenser_Coil,Noise(dB),Noise(dB)_Range,Power_Consumption(kWh),Power_Range(kWh),Refrigerant,Wi_Fi Enabled,Product_Warranty(Years),PCB_Warranty(Years),Compressor_Warranty(Years),Condenser_Warranty(Years),ODU_Casing_Warranty(Years),Ratings_Count,Reviews_Count,Avg_star,Avg_star_Range,Offer_Price(₹),Offer_Price_Range(₹),Actual_Price(₹),Act_Price_Range(₹),Discount(%),Merged,Types
280,Lloyd,1.5,3,Split Inverter,White,Copper,42.0,"(40, 45]",2288.0,"(2000,2500]",R32,No,1,1,5,1,1,5.0,0.0,4.2,"(4.0,4.5]",36490.0,"(35000,40000]",59990.0,"(55000,60000]",39.0,Lloyd 1.5 Ton 3.0 Star,Split
281,Haier,1.5,5,Split Inverter,White,Copper,40.0,"(35, 40]",2304.0,"(2000,2500]",R32,No,1,1,10,1,1,37.0,3.0,4.1,"(4.0,4.5]",40990.0,"(40000,45000]",64000.0,"(60000,65000]",36.0,Haier 1.5 Ton 5.0 Star,Split
282,Carrier,1.5,5,Window,White,Copper,52.0,"(50, 55]",2496.0,"(2000,2500]",R32A,No,1,1,4,1,1,4.0,1.0,5.0,"(4.5,5.0]",36990.0,"(35000,40000]",37990.0,"(35000,40000]",3.0,Carrier 1.5 Ton 5.0 Star,Window
283,Voltas,1.0,3,Split Inverter,"White, Red",Copper,44.0,"(40, 45]",1848.0,"(1500,2000]",R32,No,1,1,10,1,1,16.0,2.0,3.8,"(3.5,4.0]",29990.0,"(25000,30000]",48990.0,"(45000,50000]",39.0,Voltas 1.0 Ton 3.0 Star,Split
284,Intex,1.5,3,Window,White,Copper,56.0,"(55, 60]",2688.0,"(2500,3000]",R22,No,1,1,10,5,1,8.0,0.0,3.6,"(3.5,4.0]",23500.0,"(20000,25000]",25000.0,"(20000,25000]",6.0,Intex 1.5 Ton 3.0 Star,Window
285,Ifb,1.5,5,Split Inverter,White,Copper,38.0,"(35, 40]",854.0,"(500,1000]",R32A,No,1,5,1,1,1,538.0,87.0,4.4,"(4.0,4.5]",43990.0,"(40000,45000]",55490.0,"(55000,60000]",21.0,Ifb 1.5 Ton 5.0 Star,Split
286,Samsung,1.0,5,Split Inverter,White,Alloy,48.0,"(45, 50]",1488.0,"(1000,1500]",R32,No,1,1,10,1,1,14.0,3.0,4.2,"(4.0,4.5]",43500.0,"(40000,45000]",51240.0,"(50000,55000]",15.0,Samsung 1.0 Ton 5.0 Star,Split
287,Whirlpool,1.0,3,Split Inverter,White,Copper,30.0,"(25, 30]",1824.0,"(1500,2000]",R32,No,1,1,10,1,1,8.0,0.0,4.3,"(4.0,4.5]",29990.0,"(25000,30000]",45000.0,"(40000,45000]",33.0,Whirlpool 1.0 Ton 3.0 Star,Split
288,Lloyd,2.0,3,Split,White,Copper,43.0,"(40, 45]",1386.0,"(1000,1500]",R32,No,1,1,5,1,1,5.0,0.0,0.0,"(-0.5,0.0]",49887.0,"(45000,50000]",68990.0,"(65000,70000]",28.0,Lloyd 2.0 Ton 3.0 Star,Split
289,Lloyd,1.0,3,Split Inverter,White,Copper,32.0,"(30, 35]",778.0,"(500,1000]",R32,Yes,1,1,10,1,1,5.0,1.0,3.2,"(3.0,3.5]",34580.0,"(30000,35000]",53990.0,"(50000,55000]",36.0,Lloyd 1.0 Ton 3.0 Star,Split
290,Whirlpool,1.5,3,Split Inverter,White,Copper,37.0,"(35, 40]",3360.0,"(3000,3500]",R32A,No,1,1,1,1,1,17.0,2.0,4.3,"(4.0,4.5]",42000.0,"(40000,45000]",65000.0,"(60000,65000]",35.0,Whirlpool 1.5 Ton 3.0 Star,Split
291,Daikin,1.8,3,Split Inverter,White,Copper,47.0,"(45, 50]",1203.0,"(1000,1500]",R32,No,1,1,1,1,1,5.0,0.0,0.0,"(-0.5,0.0]",48999.0,"(45000,50000]",66000.0,"(65000,70000]",26.0,Daikin 1.8 Ton 3.0 Star,Split
292,Daikin,1.5,3,Split Inverter,White,Copper,38.0,"(35, 40]",1598.0,"(1500,2000]",R32,No,1,1,5,1,1,21.0,2.0,4.4,"(4.0,4.5]",46999.0,"(45000,50000]",55000.0,"(50000,55000]",15.0,Daikin 1.5 Ton 3.0 Star,Split
293,Carrier,1.5,5,Window,White,Copper,58.0,"(55, 60]",2480.0,"(2000,2500]",R32,No,1,1,5,1,1,543.0,48.0,4.3,"(4.0,4.5]",30999.0,"(30000,35000]",40990.0,"(40000,45000]",24.0,Carrier 1.5 Ton 5.0 Star,Window
294,Blue Star,1.5,5,Split Inverter,White,Copper,45.0,"(40, 45]",2240.0,"(2000,2500]",R32A,No,1,1,10,1,1,12.0,1.0,4.3,"(4.0,4.5]",48500.0,"(45000,50000]",69000.0,"(65000,70000]",30.0,Blue Star 1.5 Ton 5.0 Star,Split
295,Whirlpool,1.0,4,Split,White,Aluminium,35.0,"(30, 35]",1328.0,"(1000,1500]",R32A,No,1,1,10,1,1,59.0,11.0,4.5,"(4.0,4.5]",33500.0,"(30000,35000]",45000.0,"(40000,45000]",26.0,Whirlpool 1.0 Ton 4.0 Star,Split
296,Lg,1.5,5,Split Dual Inverter,White,Copper,31.0,"(30, 35]",2344.0,"(2000,2500]",R32,No,1,5,10,1,1,4.0,0.0,3.5,"(3.0,3.5]",40590.0,"(40000,45000]",65990.0,"(65000,70000]",38.0,Lg 1.5 Ton 5.0 Star,Split
297,Blue Star,1.5,3,Split Inverter,White,Copper,34.0,"(30, 35]",2330.0,"(2000,2500]",R32A,No,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",37790.0,"(35000,40000]",61750.0,"(60000,65000]",39.0,Blue Star 1.5 Ton 3.0 Star,Split
298,Carrier,1.0,3,Window,White,Copper,47.0,"(45, 50]",1792.0,"(1500,2000]",R22,No,1,1,5,1,1,543.0,48.0,4.3,"(4.0,4.5]",24500.0,"(20000,25000]",30990.0,"(30000,35000]",21.0,Carrier 1.0 Ton 3.0 Star,Window
299,Toshiba,1.0,3,Split,White,Copper,37.0,"(35, 40]",1920.0,"(1500,2000]",R32,No,1,1,5,1,1,4.0,0.0,4.0,"(3.5,4.0]",30500.0,"(30000,35000]",38800.0,"(35000,40000]",21.0,Toshiba 1.0 Ton 3.0 Star,Split
300,Panasonic,1.0,5,Split Inverter,White,Copper,45.0,"(40, 45]",1408.0,"(1000,1500]",R32A,No,1,1,10,1,1,45.0,4.0,4.4,"(4.0,4.5]",48990.0,"(45000,50000]",49500.0,"(45000,50000]",1.0,Panasonic 1.0 Ton 5.0 Star,Split
301,Samsung,1.5,4,Split Inverter,"White, Purple",Copper,45.0,"(40, 45]",2384.0,"(2000,2500]",R32,No,1,1,10,1,1,3.0,0.0,4.0,"(3.5,4.0]",36490.0,"(35000,40000]",57990.0,"(55000,60000]",37.0,Samsung 1.5 Ton 4.0 Star,Split
302,Croma,1.6,3,Split Inverter,White,Copper,49.0,"(45, 50]",2688.0,"(2500,3000]",R32,No,1,1,10,1,1,0.0,0.0,0.0,"(-0.5,0.0]",36790.0,"(35000,40000]",45000.0,"(40000,45000]",18.0,Croma 1.6 Ton 3.0 Star,Split
303,Haier,1.5,4,Split Inverter,White,Copper,41.0,"(40, 45]",997.0,"(500,1000]",R32,No,1,1,12,1,1,5.0,1.0,0.0,"(-0.5,0.0]",37999.0,"(35000,40000]",61500.0,"(60000,65000]",38.0,Haier 1.5 Ton 4.0 Star,Split
304,Daikin,1.8,2,Split,White,Copper,45.0,"(40, 45]",2968.0,"(2500,3000]",R32A,No,1,1,5,1,1,23.0,3.0,0.0,"(-0.5,0.0]",45590.0,"(45000,50000]",61600.0,"(60000,65000]",26.0,Daikin 1.8 Ton 2.0 Star,Split
305,Marq,0.8,3,Split Inverter,White,Copper,29.0,"(25, 30]",1096.0,"(1000,1500]",R32,No,1,1,5,1,1,13756.0,1947.0,4.3,"(4.0,4.5]",20490.0,"(20000,25000]",26039.0,"(25000,30000]",21.0,Marq 0.8 Ton 3.0 Star,Split
306,Daikin,1.0,3,Split Inverter,White,Copper,26.0,"(25, 30]",1920.0,"(1500,2000]",R32A,No,1,5,10,1,1,11.0,0.0,4.1,"(4.0,4.5]",36999.0,"(35000,40000]",48200.0,"(45000,50000]",23.0,Daikin 1.0 Ton 3.0 Star,Split
307,Daikin,1.8,4,Split Inverter,White,Copper,32.0,"(30, 35]",3120.0,"(3000,3500]",R32A,No,1,5,10,1,1,5.0,0.0,0.0,"(-0.5,0.0]",50990.0,"(50000,55000]",72990.0,"(70000,75000]",30.0,Daikin 1.8 Ton 4.0 Star,Split
308,Panasonic,1.5,3,Split,White,Copper,42.0,"(40, 45]",2640.0,"(2500,3000]",R32,No,1,1,5,1,1,10.0,0.0,0.0,"(-0.5,0.0]",37480.0,"(35000,40000]",47150.0,"(45000,50000]",21.0,Panasonic 1.5 Ton 3.0 Star,Split
309,Hitachi,2.0,3,Split Inverter,White,Copper,59.0,"(55, 60]",3872.0,"(3500,4000]",R32A,No,1,1,10,1,1,6.0,0.0,0.0,"(-0.5,0.0]",51399.0,"(50000,55000]",68500.0,"(65000,70000]",25.0,Hitachi 2.0 Ton 3.0 Star,Split
310,Daikin,1.5,3,Split,White,Copper,44.0,"(40, 45]",2640.0,"(2500,3000]",R32,No,1,1,5,1,1,49.0,4.0,4.0,"(3.5,4.0]",36999.0,"(35000,40000]",43000.0,"(40000,45000]",14.0,Daikin 1.5 Ton 3.0 Star,Split
311,Blue Star,1.5,3,Split Inverter,White,Copper,58.0,"(55, 60]",2661.0,"(2500,3000]",R32A,No,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",39804.0,"(35000,40000]",58000.0,"(55000,60000]",31.0,Blue Star 1.5 Ton 3.0 Star,Split
312,Lloyd,1.5,3,Window,White,Copper,53.0,"(50, 55]",2720.0,"(2500,3000]",R32,No,1,1,5,5,1,225.0,20.0,4.3,"(4.0,4.5]",29990.0,"(25000,30000]",37990.0,"(35000,40000]",21.0,Lloyd 1.5 Ton 3.0 Star,Window
313,Panasonic,1.0,5,Split Inverter,White,Copper,38.0,"(35, 40]",1464.0,"(1000,1500]",R32,Yes,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",42856.0,"(40000,45000]",58400.0,"(55000,60000]",27.0,Panasonic 1.0 Ton 5.0 Star,Split
314,Blue Star,1.2,3,Split Inverter,White,Copper,58.0,"(55, 60]",2346.0,"(2000,2500]",R32A,No,1,1,10,1,1,3.0,0.0,4.2,"(4.0,4.5]",36804.0,"(35000,40000]",56000.0,"(55000,60000]",34.0,Blue Star 1.2 Ton 3.0 Star,Split
315,Marq,1.5,3,Split,White,Copper,37.0,"(35, 40]",2259.0,"(2000,2500]",R32,No,1,1,5,1,1,9849.0,1342.0,4.2,"(4.0,4.5]",27490.0,"(25000,30000]",44999.0,"(40000,45000]",39.0,Marq 1.5 Ton 3.0 Star,Split
316,Daikin,1.5,3,Split,White,Copper,32.0,"(30, 35]",2045.0,"(2000,2500]",R32,No,1,1,5,1,1,23.0,3.0,0.0,"(-0.5,0.0]",40449.0,"(40000,45000]",55600.0,"(55000,60000]",27.0,Daikin 1.5 Ton 3.0 Star,Split
317,Croma,1.5,5,Window Inverter,Pale Whitee,Copper,52.0,"(50, 55]",2608.0,"(2500,3000]",R32A,No,1,1,10,1,1,0.0,0.0,0.0,"(-0.5,0.0]",36290.0,"(35000,40000]",45000.0,"(40000,45000]",19.0,Croma 1.5 Ton 5.0 Star,Window
318,Croma,1.5,5,Window,White,Copper,53.0,"(50, 55]",2004.0,"(2000,2500]",R32,No,1,1,5,1,1,13.0,1.0,4.2,"(4.0,4.5]",29990.0,"(25000,30000]",36000.0,"(35000,40000]",17.0,Croma 1.5 Ton 5.0 Star,Window
319,Godrej,1.5,5,Split Inverter,White,Copper,40.0,"(35, 40]",2208.0,"(2000,2500]",R32,No,1,1,10,1,1,7.0,0.0,4.3,"(4.0,4.5]",39399.0,"(35000,40000]",69900.0,"(65000,70000]",44.0,Godrej 1.5 Ton 5.0 Star,Split
320,Whirlpool,1.0,5,Split Inverter,White,Copper,45.0,"(40, 45]",831.0,"(500,1000]",R32,No,1,1,10,1,1,1554.0,169.0,4.1,"(4.0,4.5]",33090.0,"(30000,35000]",59500.0,"(55000,60000]",44.0,Whirlpool 1.0 Ton 5.0 Star,Split
321,Samsung,1.0,3,Split Inverter,White,Alloy,48.0,"(45, 50]",1888.0,"(1500,2000]",R32,No,1,1,10,1,1,30.0,7.0,4.8,"(4.5,5.0]",41000.0,"(40000,45000]",48200.0,"(45000,50000]",15.0,Samsung 1.0 Ton 3.0 Star,Split
322,Daikin,1.5,5,Split Inverter,White,Copper,35.0,"(30, 35]",2264.0,"(2000,2500]",R32,Yes,1,1,5,1,1,42.0,3.0,4.2,"(4.0,4.5]",45500.0,"(45000,50000]",66200.0,"(65000,70000]",31.0,Daikin 1.5 Ton 5.0 Star,Split
323,Blue Star,1.2,3,Split,White,Copper,36.0,"(35, 40]",1810.0,"(1500,2000]",R32,No,1,1,5,1,1,3.0,0.0,4.7,"(4.5,5.0]",34000.0,"(30000,35000]",41000.0,"(40000,45000]",17.0,Blue Star 1.2 Ton 3.0 Star,Split
324,Croma,1.5,5,Window,Pale Whitee,Copper,52.0,"(50, 55]",2416.0,"(2000,2500]",R32A,No,1,1,5,1,1,3.0,1.0,0.0,"(-0.5,0.0]",33290.0,"(30000,35000]",40000.0,"(35000,40000]",17.0,Croma 1.5 Ton 5.0 Star,Window
325,Lg,1.5,3,Split Inverter,Nova Red,Copper,31.0,"(30, 35]",1684.0,"(1500,2000]",R410A,No,1,1,9,1,1,221.0,48.0,4.4,"(4.0,4.5]",36990.0,"(35000,40000]",50490.0,"(50000,55000]",27.0,Lg 1.5 Ton 3.0 Star,Split
326,Whirlpool,1.5,3,Split Dual Inverter,White,Copper,42.0,"(40, 45]",2656.0,"(2500,3000]",R32A,No,1,1,10,1,1,0.0,0.0,0.0,"(-0.5,0.0]",36489.0,"(35000,40000]",50000.0,"(45000,50000]",27.0,Whirlpool 1.5 Ton 3.0 Star,Split
327,Marq,1.5,5,Split Dual Inverter Smart,White,Copper,38.0,"(35, 40]",1789.0,"(1500,2000]",R32,Yes,1,1,5,1,1,322.0,38.0,4.4,"(4.0,4.5]",35500.0,"(35000,40000]",56999.0,"(55000,60000]",38.0,Marq 1.5 Ton 5.0 Star,Split
328,Blue Star,1.5,5,Split Inverter,White,Copper,34.0,"(30, 35]",2330.0,"(2000,2500]",R32A,No,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",46828.0,"(45000,50000]",70000.0,"(65000,70000]",33.0,Blue Star 1.5 Ton 5.0 Star,Split
329,Haier,1.5,3,Split Inverter,"White, Orange",Copper,40.0,"(35, 40]",2848.0,"(2500,3000]",R32,No,1,1,10,1,1,12.0,1.0,4.6,"(4.5,5.0]",36990.0,"(35000,40000]",59500.0,"(55000,60000]",38.0,Haier 1.5 Ton 3.0 Star,Split
330,Hitachi,1.5,3,Split Inverter,Gold,Copper,36.0,"(35, 40]",2768.0,"(2500,3000]",R410A,No,1,5,10,1,1,1672.0,175.0,4.0,"(3.5,4.0]",34999.0,"(30000,35000]",52700.0,"(50000,55000]",34.0,Hitachi 1.5 Ton 3.0 Star,Split
331,Lloyd,1.5,3,Split Inverter,White,Copper,42.0,"(40, 45]",2752.0,"(2500,3000]",R32,No,1,1,10,5,1,333.0,34.0,4.2,"(4.0,4.5]",36890.0,"(35000,40000]",45000.0,"(40000,45000]",18.0,Lloyd 1.5 Ton 3.0 Star,Split
332,Whirlpool,1.5,3,Split Inverter Smart,White,Copper,37.0,"(35, 40]",3024.0,"(3000,3500]",R32A,Yes,1,1,10,1,1,10.0,2.0,4.4,"(4.0,4.5]",33990.0,"(30000,35000]",53400.0,"(50000,55000]",36.0,Whirlpool 1.5 Ton 3.0 Star,Split
333,Panasonic,1.5,5,Split Inverter,White,Copper,38.0,"(35, 40]",2656.0,"(2500,3000]",R32,Yes,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",43844.0,"(40000,45000]",59400.0,"(55000,60000]",26.0,Panasonic 1.5 Ton 5.0 Star,Split
334,Carrier,1.5,3,Split Inverter,White,Copper,37.0,"(35, 40]",2800.0,"(2500,3000]",R32,No,1,1,10,1,1,100.0,8.0,4.3,"(4.0,4.5]",40990.0,"(40000,45000]",59990.0,"(55000,60000]",32.0,Carrier 1.5 Ton 3.0 Star,Split
335,Blue Star,1.5,3,Split Inverter,White,Copper,44.0,"(40, 45]",2536.0,"(2500,3000]",R32A,No,1,1,5,1,1,3.0,0.0,5.0,"(4.5,5.0]",37500.0,"(35000,40000]",58250.0,"(55000,60000]",36.0,Blue Star 1.5 Ton 3.0 Star,Split
336,Lloyd,1.5,3,Split Inverter,White,Copper,49.0,"(45, 50]",2880.0,"(2500,3000]",R410A,No,1,1,10,5,1,250.0,38.0,4.2,"(4.0,4.5]",39000.0,"(35000,40000]",63990.0,"(60000,65000]",39.0,Lloyd 1.5 Ton 3.0 Star,Split
337,Samsung,1.0,3,Split Inverter,White,Alloy,48.0,"(45, 50]",1696.0,"(1500,2000]",R32,No,1,1,10,1,1,325.0,55.0,4.4,"(4.0,4.5]",34500.0,"(30000,35000]",40300.0,"(40000,45000]",14.0,Samsung 1.0 Ton 3.0 Star,Split
338,Lloyd,2.0,3,Split,White,Copper,40.0,"(35, 40]",1386.0,"(1000,1500]",R32,No,1,1,5,1,1,5.0,0.0,5.0,"(4.5,5.0]",45999.0,"(45000,50000]",68990.0,"(65000,70000]",33.0,Lloyd 2.0 Ton 3.0 Star,Split
339,Lg,1.0,5,Split Dual Inverter,White,Copper,21.0,"(20, 25]",572.0,"(500,1000]",R32,No,1,1,10,1,1,4.0,0.0,4.3,"(4.0,4.5]",37500.0,"(35000,40000]",61990.0,"(60000,65000]",40.0,Lg 1.0 Ton 5.0 Star,Split
340,Lloyd,1.5,3,Split,White,Copper,38.0,"(35, 40]",2720.0,"(2500,3000]",R32,No,1,1,1,1,1,22.0,4.0,3.9,"(3.5,4.0]",35500.0,"(35000,40000]",43990.0,"(40000,45000]",19.0,Lloyd 1.5 Ton 3.0 Star,Split
341,Lloyd,1.5,3,Split,White,Copper,57.0,"(55, 60]",1784.0,"(1500,2000]",R32,No,1,1,5,1,1,32.0,0.0,4.5,"(4.0,4.5]",35399.0,"(35000,40000]",58990.0,"(55000,60000]",40.0,Lloyd 1.5 Ton 3.0 Star,Split
342,Lg,1.0,3,Split Dual Inverter,White,Copper,21.0,"(20, 25]",681.0,"(500,1000]",R32,No,1,1,10,1,1,22.0,6.0,4.5,"(4.0,4.5]",35999.0,"(35000,40000]",54990.0,"(50000,55000]",35.0,Lg 1.0 Ton 3.0 Star,Split
343,Whirlpool,1.0,3,Split Inverter,White,Copper,30.0,"(25, 30]",2400.0,"(2000,2500]",R32A,No,1,1,1,1,1,23.0,4.0,4.3,"(4.0,4.5]",47889.0,"(45000,50000]",48000.0,"(45000,50000]",0.0,Whirlpool 1.0 Ton 3.0 Star,Split
344,Lg,1.5,3,Split Dual Inverter,White,Copper,26.0,"(25, 30]",2784.0,"(2500,3000]",R32,No,1,5,10,1,1,23.0,5.0,4.9,"(4.5,5.0]",44000.0,"(40000,45000]",54990.0,"(50000,55000]",20.0,Lg 1.5 Ton 3.0 Star,Split
345,Samsung,1.5,4,Split Inverter,White,Copper,45.0,"(40, 45]",2384.0,"(2000,2500]",R32,No,1,1,10,1,1,3.0,0.0,4.0,"(3.5,4.0]",39990.0,"(35000,40000]",63990.0,"(60000,65000]",38.0,Samsung 1.5 Ton 4.0 Star,Split
346,Lg,1.5,5,Split Dual Inverter,White,Copper,31.0,"(30, 35]",1337.0,"(1000,1500]",R32A,No,1,1,10,1,1,132.0,9.0,4.4,"(4.0,4.5]",45999.0,"(45000,50000]",63990.0,"(60000,65000]",28.0,Lg 1.5 Ton 5.0 Star,Split
347,Croma,1.2,3,Split Inverter,White,Copper,44.0,"(40, 45]",2400.0,"(2000,2500]",R32,No,1,1,10,1,1,0.0,0.0,0.0,"(-0.5,0.0]",33490.0,"(30000,35000]",40000.0,"(35000,40000]",16.0,Croma 1.2 Ton 3.0 Star,Split
348,Lg,1.5,3,Split Dual Inverter,Floral Whitee,Copper,26.0,"(25, 30]",2784.0,"(2500,3000]",R32,No,1,5,10,1,1,247.0,43.0,4.3,"(4.0,4.5]",43500.0,"(40000,45000]",55990.0,"(55000,60000]",22.0,Lg 1.5 Ton 3.0 Star,Split
349,Daikin,1.0,4,Split Inverter,White,Copper,27.0,"(25, 30]",1832.0,"(1500,2000]",R32A,No,1,5,10,1,1,5.0,0.0,0.0,"(-0.5,0.0]",37590.0,"(35000,40000]",50700.0,"(50000,55000]",26.0,Daikin 1.0 Ton 4.0 Star,Split
350,Daikin,1.8,3,Split Inverter,White,Copper,35.0,"(30, 35]",2201.0,"(2000,2500]",R32,No,1,1,5,1,1,5.0,0.0,0.0,"(-0.5,0.0]",50887.0,"(50000,55000]",60400.0,"(60000,65000]",16.0,Daikin 1.8 Ton 3.0 Star,Split
351,Voltas,1.5,4,Split Inverter,"White, Brown",Copper,33.0,"(30, 35]",2464.0,"(2000,2500]",R32A,No,1,1,10,1,1,259.0,24.0,4.4,"(4.0,4.5]",38499.0,"(35000,40000]",60000.0,"(55000,60000]",36.0,Voltas 1.5 Ton 4.0 Star,Split
352,Whirlpool,1.0,5,Split Inverter,White,Copper,40.0,"(35, 40]",1472.0,"(1000,1500]",R32A,No,1,1,10,1,1,27658.0,3503.0,4.2,"(4.0,4.5]",31990.0,"(30000,35000]",51750.0,"(50000,55000]",38.0,Whirlpool 1.0 Ton 5.0 Star,Split
353,Lg,1.5,3,Split Dual Inverter,White,Copper,31.0,"(30, 35]",2848.0,"(2500,3000]",R32,No,1,5,10,1,1,265.0,41.0,4.3,"(4.0,4.5]",42999.0,"(40000,45000]",52999.0,"(50000,55000]",19.0,Lg 1.5 Ton 3.0 Star,Split
354,Croma,1.5,3,Window,White,Copper,54.0,"(50, 55]",2004.0,"(2000,2500]",R32,No,1,1,5,1,1,43.0,4.0,4.4,"(4.0,4.5]",27490.0,"(25000,30000]",32000.0,"(30000,35000]",14.0,Croma 1.5 Ton 3.0 Star,Window
355,Daikin,1.0,4,Split Inverter,White,Copper,26.0,"(25, 30]",1776.0,"(1500,2000]",R32,No,1,1,5,1,1,2367.0,222.0,4.2,"(4.0,4.5]",38000.0,"(35000,40000]",44500.0,"(40000,45000]",15.0,Daikin 1.0 Ton 4.0 Star,Split
356,Blue Star,1.5,3,Split,White,Copper,62.0,"(60, 65]",1800.0,"(1500,2000]",R32A,No,1,1,5,1,1,1452.0,136.0,4.3,"(4.0,4.5]",37989.0,"(35000,40000]",50000.0,"(45000,50000]",24.0,Blue Star 1.5 Ton 3.0 Star,Split
357,Daikin,1.0,5,Split Inverter,White,Copper,27.0,"(25, 30]",1504.0,"(1500,2000]",R32,No,1,1,10,1,1,5.0,0.0,0.0,"(-0.5,0.0]",45774.0,"(45000,50000]",60990.0,"(60000,65000]",25.0,Daikin 1.0 Ton 5.0 Star,Split
358,Daikin,1.5,5,Split Inverter,White,Copper,47.0,"(45, 50]",2104.0,"(2000,2500]",R32,No,1,1,5,1,1,49.0,6.0,4.3,"(4.0,4.5]",50299.0,"(50000,55000]",63000.0,"(60000,65000]",20.0,Daikin 1.5 Ton 5.0 Star,Split
359,Panasonic,1.5,5,Split,White,Copper,48.0,"(45, 50]",1357.0,"(1000,1500]",R32,Yes,1,5,5,1,1,10.0,0.0,0.0,"(-0.5,0.0]",44859.0,"(40000,45000]",63000.0,"(60000,65000]",29.0,Panasonic 1.5 Ton 5.0 Star,Split
360,Panasonic,1.0,4,Split Inverter,White,Copper,38.0,"(35, 40]",1696.0,"(1500,2000]",R32,Yes,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",35836.0,"(35000,40000]",45700.0,"(45000,50000]",22.0,Panasonic 1.0 Ton 4.0 Star,Split
361,Croma,1.0,3,Window,White,Copper,48.0,"(45, 50]",1382.0,"(1000,1500]",R22,No,1,1,5,1,1,24.0,5.0,4.0,"(3.5,4.0]",22990.0,"(20000,25000]",28000.0,"(25000,30000]",18.0,Croma 1.0 Ton 3.0 Star,Window
362,Lloyd,1.5,3,Window,White,Copper,56.0,"(55, 60]",3472.0,"(3000,3500]",R32,No,1,1,5,1,1,3.0,0.0,0.0,"(-0.5,0.0]",29899.0,"(25000,30000]",37990.0,"(35000,40000]",21.0,Lloyd 1.5 Ton 3.0 Star,Window
363,Panasonic,1.5,3,Split Inverter,White,Copper,38.0,"(35, 40]",2656.0,"(2500,3000]",R32,Yes,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",39750.0,"(35000,40000]",57900.0,"(55000,60000]",31.0,Panasonic 1.5 Ton 3.0 Star,Split
364,Carrier,1.5,3,Window,White,Copper,53.0,"(50, 55]",2720.0,"(2500,3000]",R32A,No,1,1,10,1,1,2.0,1.0,4.0,"(3.5,4.0]",33950.0,"(30000,35000]",40990.0,"(40000,45000]",17.0,Carrier 1.5 Ton 3.0 Star,Window
365,Carrier,1.5,3,Window,White,Copper,56.0,"(55, 60]",2720.0,"(2500,3000]",R32,No,1,1,5,1,1,1376.0,177.0,4.3,"(4.0,4.5]",25999.0,"(25000,30000]",32990.0,"(30000,35000]",21.0,Carrier 1.5 Ton 3.0 Star,Window
366,Voltas,1.0,3,Split Inverter,White,Copper,40.0,"(35, 40]",1808.0,"(1500,2000]",R32A,No,1,1,5,1,1,77.0,8.0,4.1,"(4.0,4.5]",29898.0,"(25000,30000]",48000.0,"(45000,50000]",38.0,Voltas 1.0 Ton 3.0 Star,Split
367,Voltas,1.5,4,Split Inverter,White,Copper,46.0,"(45, 50]",2576.0,"(2500,3000]",R32A,Yes,1,1,10,1,1,4.0,0.0,4.0,"(3.5,4.0]",36999.0,"(35000,40000]",69990.0,"(65000,70000]",47.0,Voltas 1.5 Ton 4.0 Star,Split
368,Lg,1.5,3,Split Inverter,White,Copper,31.0,"(30, 35]",2944.0,"(2500,3000]",R410A,No,1,1,9,1,1,336.0,69.0,4.4,"(4.0,4.5]",40490.0,"(40000,45000]",49990.0,"(45000,50000]",19.0,Lg 1.5 Ton 3.0 Star,Split
369,Blue Star,1.5,3,Window,White,Copper,52.0,"(50, 55]",2771.0,"(2500,3000]",R32A,No,1,1,5,1,1,2964.0,380.0,4.2,"(4.0,4.5]",30999.0,"(30000,35000]",36000.0,"(35000,40000]",14.0,Blue Star 1.5 Ton 3.0 Star,Window
370,Daikin,1.8,4,Split Inverter,White,Copper,38.0,"(35, 40]",3024.0,"(3000,3500]",R32,No,1,1,5,1,1,2367.0,222.0,4.2,"(4.0,4.5]",50990.0,"(50000,55000]",64900.0,"(60000,65000]",21.0,Daikin 1.8 Ton 4.0 Star,Split
371,Voltas,1.5,3,Split,White,Copper,45.0,"(40, 45]",1555.0,"(1500,2000]",R32,No,1,1,1,1,1,101.0,3.0,4.3,"(4.0,4.5]",37599.0,"(35000,40000]",52690.0,"(50000,55000]",29.0,Voltas 1.5 Ton 3.0 Star,Split
372,O General,1.5,3,Window,White,Copper,42.0,"(40, 45]",2256.0,"(2000,2500]",R410A,No,1,1,1,1,1,5.0,1.0,3.2,"(3.0,3.5]",37799.0,"(35000,40000]",41990.0,"(40000,45000]",10.0,O General 1.5 Ton 3.0 Star,Window
373,Whirlpool,1.5,3,Split Inverter,White,Copper,37.0,"(35, 40]",3024.0,"(3000,3500]",R32A,No,1,1,10,1,1,8.0,0.0,4.2,"(4.0,4.5]",40500.0,"(40000,45000]",45000.0,"(40000,45000]",10.0,Whirlpool 1.5 Ton 3.0 Star,Split
